Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
8327,44,Female,10,Education,4962,Good,Very High,Below Average,0,No,80,Master’s Degree,Divorced,5,Mid,Small,63,No,No,No,Fair,Medium,Stayed
66658,29,Female,9,Finance,8064,Good,Low,Below Average,1,No,74,PhD,Married,5,Senior,Large,47,No,Yes,No,Fair,Medium,Stayed
43496,50,Male,27,Healthcare,7495,Excellent,High,High,1,Yes,35,High School,Married,3,Senior,Large,45,No,No,Yes,Fair,Medium,Stayed
55279,55,Male,15,Education,4062,Fair,Medium,Average,0,No,38,Bachelor’s Degree,Single,1,Entry,Medium,59,No,No,No,Poor,Low,Left
55175,48,Male,35,Healthcare,5601,Excellent,Medium,Below Average,0,Yes,91,Master’s Degree,Married,0,Entry,Large,100,No,No,No,Good,High,Stayed
27755,38,Male,13,Education,6149,Excellent,Medium,Average,2,Yes,56,Bachelor’s Degree,Single,1,Mid,Small,59,Yes,No,No,Poor,Low,Left
58100,43,Female,11,Finance,7227,Good,High,Below Average,0,No,76,Associate Degree,Married,0,Entry,Medium,79,No,No,Yes,Good,High,Stayed
9793,27,Female,8,Media,6291,Fair,High,High,0,No,99,Associate Degree,Single,1,Mid,Small,72,Yes,No,No,Poor,Low,Left
20150,36,Female,9,Media,5674,Fair,Medium,Average,1,No,25,Master’s Degree,Single,1,Senior,Medium,67,Yes,No,Yes,Good,Medium,Stayed
19965,50,Male,23,Media,5530,Good,High,Average,2,Yes,58,Bachelor’s Degree,Single,1,Entry,Large,41,No,No,Yes,Fair,Low,Left
32440,38,Male,23,Healthcare,7843,Poor,High,Average,0,No,28,High School,Single,0,Mid,Medium,93,No,No,No,Good,Medium,Stayed
59158,55,Male,13,Technology,10601,Excellent,Very High,Average,0,No,25,Associate Degree,Single,1,Mid,Medium,44,No,No,No,Good,High,Stayed
26449,47,Female,16,Healthcare,8860,Poor,High,Average,2,Yes,74,High School,Single,0,Entry,Small,83,Yes,No,No,Good,Low,Left
35897,22,Male,13,Education,5613,Poor,High,Average,0,Yes,14,Bachelor’s Degree,Married,1,Entry,Small,25,No,No,No,Fair,Medium,Stayed
60008,55,Male,11,Finance,9590,Fair,Very High,Average,1,No,34,Associate Degree,Single,1,Senior,Small,76,No,No,No,Fair,Low,Stayed
13526,30,Female,22,Media,6988,Good,High,High,0,Yes,21,High School,Divorced,1,Entry,Medium,83,No,No,No,Fair,Medium,Stayed
21670,59,Male,7,Education,4476,Good,High,Average,0,No,19,Associate Degree,Single,0,Entry,Medium,52,No,No,No,Poor,Low,Left
54310,59,Male,38,Technology,9448,Fair,High,Average,1,No,9,Master’s Degree,Married,6,Mid,Medium,56,No,No,Yes,Good,Medium,Stayed
56869,32,Female,16,Healthcare,6270,Excellent,High,Below Average,0,Yes,93,Bachelor’s Degree,Married,1,Mid,Medium,91,No,No,No,Good,Low,Stayed
62616,31,Male,2,Technology,9831,Fair,High,Average,2,Yes,48,Master’s Degree,Single,2,Mid,Medium,55,No,No,No,Fair,Medium,Left
50695,30,Female,17,Education,3423,Good,Very High,Average,0,No,50,Master’s Degree,Married,1,Mid,Medium,37,No,No,No,Good,Low,Stayed
52640,19,Female,8,Education,5530,Excellent,Very High,Average,2,Yes,53,PhD,Married,2,Mid,Large,69,No,No,No,Good,Low,Stayed
45782,40,Female,21,Education,3005,Fair,High,Low,1,No,28,Associate Degree,Single,1,Mid,Medium,40,No,No,No,Fair,High,Left
476,27,Female,14,Healthcare,7121,Good,Very High,Average,0,Yes,5,PhD,Single,1,Senior,Medium,86,No,No,No,Good,Very High,Stayed
70323,41,Female,4,Education,5592,Excellent,Low,Average,2,No,6,Master’s Degree,Single,0,Entry,Small,68,Yes,No,No,Poor,High,Left
38258,44,Male,23,Media,5908,Fair,Medium,Average,0,No,85,PhD,Divorced,4,Mid,Small,46,No,No,No,Good,Low,Stayed
57709,49,Female,7,Technology,8508,Fair,Low,High,2,No,34,Master’s Degree,Married,1,Entry,Large,35,Yes,No,No,Good,High,Stayed
29392,28,Female,6,Technology,9369,Excellent,Medium,Average,0,No,60,Associate Degree,Married,0,Entry,Small,37,No,No,No,Good,Medium,Left
73148,58,Male,17,Media,5819,Fair,High,Below Average,1,No,71,Bachelor’s Degree,Single,5,Entry,Medium,56,No,No,No,Good,Medium,Left
24095,43,Male,29,Media,6549,Poor,Very High,Low,0,No,37,Bachelor’s Degree,Divorced,0,Entry,Small,86,No,No,Yes,Poor,Medium,Left
51353,42,Female,20,Finance,7477,Excellent,High,Low,2,Yes,21,Associate Degree,Single,0,Entry,Medium,62,No,No,No,Fair,High,Left
64793,23,Female,7,Education,6704,Excellent,High,Average,0,Yes,46,Associate Degree,Divorced,2,Senior,Medium,84,No,No,No,Fair,Medium,Stayed
69074,53,Female,15,Education,5617,Fair,High,Average,2,No,49,Associate Degree,Married,1,Senior,Small,27,No,No,No,Excellent,Medium,Stayed
70681,37,Female,5,Healthcare,9812,Excellent,High,Below Average,1,No,61,Bachelor’s Degree,Married,3,Senior,Medium,32,No,No,Yes,Good,Low,Stayed
68656,50,Female,39,Media,5738,Excellent,Medium,Average,0,Yes,35,PhD,Single,0,Mid,Medium,94,No,No,No,Good,Low,Stayed
53115,21,Male,3,Technology,11466,Fair,High,Average,0,Yes,50,High School,Single,1,Senior,Medium,75,No,No,No,Fair,Low,Left
18526,35,Male,16,Technology,10492,Poor,Very High,Low,0,No,44,Bachelor’s Degree,Married,0,Entry,Large,83,No,No,No,Good,Low,Left
56886,27,Male,15,Technology,7998,Poor,High,Below Average,1,No,87,High School,Married,0,Mid,Medium,68,No,No,Yes,Good,High,Stayed
23122,31,Female,16,Technology,10809,Fair,Low,Low,0,No,74,Bachelor’s Degree,Single,2,Entry,Small,39,No,No,No,Good,Low,Left
67699,45,Male,22,Media,5179,Fair,Low,Average,0,No,59,Bachelor’s Degree,Single,3,Entry,Large,61,No,No,No,Good,High,Left
46174,38,Male,12,Media,5298,Poor,High,High,2,No,76,High School,Single,0,Mid,Medium,24,Yes,No,Yes,Excellent,Low,Left
71601,33,Male,4,Finance,8299,Good,Low,Average,1,No,23,Associate Degree,Married,1,Mid,Small,70,No,No,No,Good,Low,Stayed
14223,49,Male,1,Education,5462,Good,High,Below Average,0,No,80,Associate Degree,Single,2,Mid,Small,31,No,No,No,Poor,Medium,Left
61192,26,Female,4,Technology,6317,Fair,High,Below Average,2,No,27,Master’s Degree,Single,0,Mid,Small,61,Yes,No,Yes,Good,High,Left
36604,23,Female,11,Technology,10034,Good,High,Average,2,No,11,Associate Degree,Single,2,Entry,Large,33,No,No,No,Good,Low,Left
14774,45,Male,27,Technology,10661,Excellent,Very High,Average,0,No,53,Bachelor’s Degree,Single,1,Senior,Small,55,No,No,No,Good,Medium,Stayed
11211,59,Female,33,Finance,4882,Fair,High,Average,0,Yes,42,Bachelor’s Degree,Married,1,Entry,Large,110,No,No,No,Poor,High,Left
47229,43,Male,23,Healthcare,7909,Good,Very High,Average,0,Yes,36,Bachelor’s Degree,Married,0,Entry,Medium,45,No,No,No,Fair,Medium,Stayed
25264,33,Male,13,Technology,9417,Fair,Very High,Average,2,No,99,High School,Single,0,Senior,Large,92,No,No,No,Fair,High,Left
70804,44,Male,13,Healthcare,7375,Good,High,Low,2,No,40,Master’s Degree,Divorced,4,Senior,Large,91,No,No,No,Poor,Medium,Stayed
34087,53,Female,35,Technology,8188,Fair,High,Average,0,Yes,56,Bachelor’s Degree,Divorced,5,Mid,Medium,71,Yes,No,No,Poor,Low,Stayed
34150,35,Male,9,Finance,7017,Good,Low,Average,0,Yes,90,Bachelor’s Degree,Married,1,Mid,Large,24,Yes,No,No,Excellent,Low,Stayed
12354,40,Female,20,Technology,8787,Poor,High,Below Average,1,Yes,93,Master’s Degree,Married,5,Mid,Large,82,Yes,No,No,Fair,Medium,Stayed
46694,59,Male,49,Media,5057,Fair,Low,Average,0,Yes,91,Bachelor’s Degree,Married,4,Senior,Large,106,No,No,No,Good,Medium,Stayed
17587,57,Female,46,Technology,8370,Good,High,Average,1,Yes,16,Bachelor’s Degree,Married,0,Mid,Medium,58,No,No,No,Excellent,Medium,Stayed
52145,51,Female,10,Healthcare,8369,Poor,Very High,Average,1,No,19,Associate Degree,Single,0,Senior,Medium,89,No,No,No,Good,High,Stayed
69335,42,Male,13,Media,5821,Fair,Very High,Average,2,Yes,55,PhD,Single,0,Entry,Small,28,No,No,No,Good,Medium,Left
59662,50,Female,24,Technology,10305,Excellent,Low,Average,0,No,65,Associate Degree,Single,4,Entry,Small,90,No,No,No,Fair,Low,Left
67592,35,Male,5,Media,5453,Fair,High,Average,1,No,61,Associate Degree,Divorced,2,Entry,Medium,39,No,No,Yes,Poor,Low,Stayed
57378,31,Female,17,Media,5974,Excellent,Very High,Low,2,No,3,Master’s Degree,Married,0,Mid,Medium,48,Yes,No,No,Good,Low,Stayed
11774,45,Male,12,Finance,9886,Excellent,Very High,Average,3,No,88,High School,Divorced,0,Mid,Medium,55,No,No,Yes,Fair,High,Stayed
20744,57,Male,30,Education,4101,Good,High,Average,0,No,52,High School,Divorced,1,Mid,Medium,49,No,No,No,Good,Low,Stayed
26901,28,Female,2,Finance,9347,Good,Low,Below Average,1,Yes,88,Bachelor’s Degree,Married,4,Mid,Small,37,No,No,No,Fair,Medium,Stayed
10433,19,Female,7,Healthcare,7671,Good,Very High,High,0,No,89,Bachelor’s Degree,Single,4,Entry,Large,27,No,No,No,Good,Low,Left
15940,23,Male,15,Media,5826,Fair,Very High,Below Average,2,Yes,63,PhD,Divorced,0,Mid,Medium,73,No,No,No,Fair,Medium,Left
22140,45,Female,3,Healthcare,7119,Fair,High,Average,0,No,73,Master’s Degree,Married,0,Mid,Medium,70,No,No,No,Poor,Low,Left
61728,40,Female,14,Technology,6481,Poor,Very High,Below Average,0,Yes,44,Bachelor’s Degree,Single,4,Entry,Medium,26,No,Yes,Yes,Poor,Low,Left
60134,25,Female,14,Technology,8481,Good,Medium,High,0,Yes,76,High School,Married,1,Entry,Large,24,No,No,No,Good,High,Left
23001,33,Female,10,Technology,8374,Fair,High,Average,0,Yes,98,Master’s Degree,Divorced,2,Mid,Small,19,No,No,No,Good,Medium,Left
21337,22,Female,4,Education,3982,Good,Low,High,0,No,46,Associate Degree,Divorced,1,Entry,Large,25,No,No,No,Fair,Low,Left
60944,30,Male,12,Technology,10289,Poor,High,Below Average,1,No,16,Bachelor’s Degree,Married,3,Mid,Medium,56,No,No,Yes,Poor,High,Stayed
19648,50,Female,30,Education,4523,Poor,High,Average,2,Yes,94,Bachelor’s Degree,Married,2,Mid,Large,87,Yes,No,No,Poor,Medium,Left
58608,18,Male,9,Technology,9331,Excellent,Low,Average,1,No,54,Bachelor’s Degree,Single,0,Entry,Medium,68,No,No,No,Good,Low,Left
63914,44,Female,35,Healthcare,6872,Poor,Very High,Below Average,3,No,86,Bachelor’s Degree,Divorced,4,Entry,Medium,50,No,No,No,Excellent,Low,Left
43789,23,Female,9,Education,4859,Good,High,Average,3,Yes,76,Master’s Degree,Divorced,4,Mid,Medium,73,No,No,No,Good,High,Stayed
30638,44,Female,10,Technology,8624,Good,High,High,0,Yes,70,Bachelor’s Degree,Single,4,Entry,Large,66,No,No,No,Good,Low,Left
62946,23,Male,8,Media,6755,Excellent,Medium,Average,0,No,32,Master’s Degree,Divorced,0,Mid,Large,72,Yes,No,No,Excellent,Medium,Stayed
48642,56,Male,37,Technology,8052,Fair,Medium,Below Average,1,No,57,Bachelor’s Degree,Single,0,Mid,Medium,70,No,No,No,Excellent,Medium,Left
39525,22,Female,8,Media,6289,Fair,High,Below Average,0,No,33,Master’s Degree,Married,5,Mid,Medium,43,Yes,No,No,Poor,High,Stayed
52820,35,Male,7,Technology,10283,Fair,Very High,Average,0,No,36,High School,Married,2,Mid,Small,50,No,No,Yes,Good,Medium,Stayed
68610,48,Male,2,Healthcare,8911,Excellent,Low,Average,3,No,1,Bachelor’s Degree,Married,2,Entry,Large,44,No,No,No,Good,Low,Stayed
4713,58,Female,44,Healthcare,7978,Good,High,Below Average,0,Yes,39,Bachelor’s Degree,Married,1,Senior,Medium,108,No,No,Yes,Good,Low,Stayed
60346,53,Male,35,Education,3888,Fair,High,Below Average,2,Yes,78,Associate Degree,Married,6,Mid,Small,54,No,No,No,Fair,High,Stayed
52280,52,Male,38,Technology,7516,Good,Very High,Average,1,No,45,High School,Divorced,3,Entry,Medium,110,No,No,No,Fair,High,Left
217,36,Male,12,Technology,8848,Excellent,High,Average,1,No,94,Master’s Degree,Married,0,Mid,Medium,82,No,No,Yes,Poor,Low,Stayed
70042,46,Female,5,Finance,8233,Fair,Low,Average,0,Yes,90,PhD,Married,3,Mid,Large,47,No,No,No,Good,Low,Left
41386,27,Male,3,Finance,6002,Fair,Medium,High,1,Yes,93,Associate Degree,Married,5,Mid,Medium,78,No,No,No,Fair,High,Left
26388,52,Male,8,Media,5836,Fair,Very High,Average,0,No,46,Bachelor’s Degree,Married,1,Senior,Large,48,No,No,Yes,Excellent,Medium,Stayed
11813,37,Male,19,Healthcare,7573,Good,High,Average,4,Yes,89,PhD,Married,2,Entry,Large,75,Yes,No,No,Fair,Medium,Stayed
52987,48,Male,23,Education,2995,Poor,High,Average,0,Yes,6,Bachelor’s Degree,Married,0,Entry,Small,52,No,No,No,Poor,Low,Left
18872,38,Female,3,Education,3615,Excellent,Medium,Average,1,No,61,Master’s Degree,Divorced,0,Mid,Large,82,No,No,No,Good,High,Stayed
35411,49,Female,35,Healthcare,7226,Good,High,High,1,Yes,31,Bachelor’s Degree,Married,4,Entry,Small,71,Yes,No,No,Poor,Low,Stayed
21232,18,Female,3,Finance,7993,Good,Low,Average,0,No,28,Master’s Degree,Divorced,3,Mid,Medium,57,No,No,No,Good,Low,Left
39865,41,Male,11,Healthcare,7263,Good,High,Average,1,No,51,Bachelor’s Degree,Married,5,Entry,Small,25,No,No,No,Fair,High,Stayed
33721,48,Female,19,Finance,5331,Excellent,Medium,Low,0,No,83,Master’s Degree,Single,2,Entry,Small,23,Yes,No,Yes,Good,Low,Left
52210,34,Female,26,Finance,6097,Good,Very High,High,0,No,68,Associate Degree,Married,1,Senior,Medium,67,Yes,No,No,Poor,Low,Stayed
73228,55,Male,42,Media,5647,Fair,High,Average,1,No,94,Associate Degree,Single,0,Mid,Small,92,No,No,No,Excellent,High,Stayed
38731,26,Male,7,Finance,5626,Good,High,High,0,No,6,Master’s Degree,Single,0,Entry,Medium,57,Yes,No,No,Good,Low,Stayed
12854,42,Female,26,Education,4366,Fair,Low,High,2,No,96,Associate Degree,Single,0,Mid,Small,40,Yes,No,No,Poor,Medium,Left
24779,42,Female,17,Media,5436,Good,Medium,High,2,No,23,High School,Single,1,Mid,Small,88,No,No,No,Poor,Very High,Left
30471,34,Female,5,Media,6117,Poor,High,Average,0,No,93,PhD,Married,0,Mid,Medium,59,No,No,No,Good,High,Stayed
34376,46,Male,34,Healthcare,7237,Good,Very High,Average,0,No,50,Bachelor’s Degree,Single,0,Mid,Large,92,Yes,No,No,Excellent,High,Stayed
66790,22,Male,1,Healthcare,9736,Poor,High,Average,0,Yes,46,Associate Degree,Divorced,0,Entry,Large,67,No,No,No,Poor,Low,Stayed
67196,20,Male,6,Media,5729,Good,Medium,Low,0,No,51,PhD,Married,3,Entry,Medium,26,No,Yes,No,Good,Low,Stayed
17142,57,Female,23,Healthcare,7896,Good,Very High,High,1,No,45,Master’s Degree,Divorced,0,Senior,Small,27,No,No,No,Fair,Medium,Stayed
57976,34,Female,16,Healthcare,10107,Good,High,Average,3,No,38,Bachelor’s Degree,Single,2,Entry,Small,73,Yes,No,No,Poor,Low,Stayed
55013,53,Male,27,Finance,7196,Poor,High,High,0,No,19,Bachelor’s Degree,Divorced,4,Mid,Large,49,Yes,No,No,Fair,High,Stayed
17613,35,Female,12,Healthcare,8427,Fair,Very High,Average,1,No,31,High School,Married,0,Senior,Medium,70,No,No,No,Good,High,Stayed
42754,45,Male,8,Technology,7922,Good,Medium,Low,3,No,41,High School,Single,1,Mid,Small,70,No,No,No,Excellent,Low,Stayed
24766,18,Female,7,Technology,7414,Fair,High,Average,0,No,12,Associate Degree,Single,0,Mid,Medium,29,No,No,No,Fair,High,Left
74259,43,Male,16,Technology,9996,Good,High,Average,0,No,29,Master’s Degree,Single,0,Senior,Medium,43,No,No,Yes,Good,Low,Left
64125,21,Male,3,Finance,10553,Good,Very High,Below Average,0,No,48,Associate Degree,Married,2,Entry,Medium,6,No,No,No,Good,Low,Stayed
11586,22,Female,8,Education,3325,Good,Low,Low,0,No,65,High School,Married,1,Entry,Medium,28,Yes,Yes,No,Good,Medium,Stayed
9025,27,Male,17,Healthcare,8940,Good,Low,Average,0,No,86,PhD,Divorced,0,Senior,Large,68,No,No,No,Good,Low,Stayed
65779,56,Male,28,Media,5456,Good,High,Average,0,No,17,Master’s Degree,Married,2,Entry,Medium,64,Yes,No,Yes,Excellent,Low,Stayed
71588,35,Female,9,Education,4581,Fair,Medium,High,1,Yes,71,Bachelor’s Degree,Married,1,Senior,Small,33,No,No,No,Good,Low,Stayed
27086,40,Female,14,Education,4384,Good,Medium,Average,2,Yes,91,Bachelor’s Degree,Divorced,2,Mid,Large,63,No,No,No,Good,Medium,Stayed
8236,44,Female,16,Finance,10421,Good,High,Average,2,Yes,92,Associate Degree,Single,4,Entry,Large,49,No,No,No,Good,Low,Stayed
57528,42,Female,14,Media,6422,Fair,High,Average,1,Yes,1,Associate Degree,Married,1,Mid,Medium,19,Yes,No,No,Good,Low,Stayed
35053,52,Male,38,Media,6401,Fair,Very High,Below Average,1,No,32,Master’s Degree,Married,0,Senior,Medium,73,No,No,No,Fair,Low,Stayed
57791,33,Female,7,Healthcare,9028,Good,Medium,Average,1,No,62,Associate Degree,Married,1,Mid,Small,44,No,Yes,No,Poor,Low,Left
4936,26,Female,13,Media,5768,Good,High,High,3,Yes,89,Bachelor’s Degree,Divorced,0,Entry,Small,60,Yes,No,No,Good,Medium,Left
10030,25,Female,14,Media,5374,Poor,Very High,High,0,Yes,5,High School,Single,1,Entry,Medium,83,No,No,No,Good,Low,Left
71299,22,Female,13,Technology,11406,Excellent,Medium,Average,0,Yes,30,Master’s Degree,Single,3,Entry,Medium,90,No,No,No,Good,High,Left
74113,23,Male,11,Finance,7369,Poor,High,Average,1,Yes,94,Master’s Degree,Single,1,Entry,Medium,85,No,No,No,Fair,Medium,Left
26643,32,Male,5,Technology,10157,Fair,Low,Average,0,No,4,Master’s Degree,Married,3,Mid,Small,54,Yes,No,No,Good,Medium,Stayed
37755,22,Female,11,Technology,6830,Fair,High,Average,0,No,52,Associate Degree,Married,0,Mid,Medium,79,No,No,No,Good,High,Stayed
13857,24,Male,16,Technology,11071,Good,High,Below Average,0,No,98,Master’s Degree,Single,0,Mid,Small,54,Yes,No,Yes,Good,Low,Left
73449,44,Female,32,Education,4919,Fair,High,High,0,Yes,1,High School,Divorced,1,Entry,Medium,61,No,No,Yes,Good,Low,Left
33226,40,Female,1,Healthcare,8107,Fair,High,Average,1,No,51,Associate Degree,Married,0,Senior,Large,5,No,No,Yes,Good,Low,Stayed
12132,22,Female,4,Healthcare,8766,Poor,Medium,High,0,No,25,Bachelor’s Degree,Married,2,Entry,Small,80,No,No,No,Fair,High,Left
10963,47,Female,25,Education,3411,Poor,High,Below Average,0,Yes,54,Associate Degree,Married,0,Mid,Medium,31,Yes,No,No,Good,Low,Stayed
64844,18,Male,10,Technology,10406,Poor,High,Below Average,2,No,69,PhD,Single,0,Mid,Small,25,No,No,No,Good,Medium,Left
32604,26,Male,9,Media,6637,Poor,Low,Average,0,No,12,Associate Degree,Single,5,Entry,Small,57,No,Yes,No,Good,High,Left
38255,37,Female,10,Finance,7540,Good,Very High,Average,0,Yes,90,Associate Degree,Married,2,Mid,Medium,88,Yes,No,Yes,Poor,Medium,Stayed
14644,18,Female,1,Technology,10043,Fair,Very High,Average,0,No,4,High School,Married,0,Entry,Medium,16,No,No,Yes,Excellent,High,Left
329,57,Female,9,Healthcare,7159,Excellent,High,High,0,No,90,High School,Married,4,Entry,Small,29,No,No,No,Good,High,Stayed
60119,22,Female,12,Education,4831,Excellent,Low,High,1,Yes,55,Associate Degree,Single,0,Entry,Medium,31,No,No,Yes,Good,Low,Left
24341,37,Female,21,Technology,5532,Excellent,Medium,High,0,No,9,Bachelor’s Degree,Married,2,Mid,Large,92,No,No,No,Poor,High,Stayed
15279,58,Male,10,Education,4048,Excellent,High,Average,0,Yes,83,High School,Married,3,Mid,Small,65,No,No,No,Good,Low,Left
45950,25,Male,7,Technology,6612,Excellent,Very High,High,1,Yes,41,Master’s Degree,Single,4,Mid,Medium,68,No,Yes,Yes,Good,Very High,Left
46760,40,Male,27,Finance,8547,Good,High,Average,1,No,76,Master’s Degree,Single,1,Entry,Small,44,Yes,No,No,Poor,Low,Stayed
35253,48,Male,37,Healthcare,8070,Good,High,Average,1,Yes,10,High School,Married,2,Mid,Small,68,No,No,No,Good,Low,Stayed
50474,51,Male,14,Healthcare,7055,Good,High,Average,2,Yes,13,Bachelor’s Degree,Married,0,Senior,Medium,50,No,No,No,Poor,High,Stayed
35729,34,Male,13,Finance,13099,Excellent,High,Average,0,No,64,Bachelor’s Degree,Divorced,2,Entry,Small,53,No,No,No,Poor,Low,Left
21722,56,Female,33,Finance,8733,Poor,Very High,High,1,No,44,PhD,Married,4,Entry,Medium,37,Yes,Yes,Yes,Poor,Medium,Stayed
57681,52,Female,36,Technology,8973,Poor,High,Average,2,Yes,14,Master’s Degree,Married,3,Entry,Small,38,Yes,No,No,Good,Low,Left
39473,51,Female,4,Finance,6293,Good,Low,Low,3,Yes,3,Bachelor’s Degree,Married,1,Entry,Small,83,No,No,No,Fair,High,Left
47042,25,Male,1,Technology,9241,Poor,High,Average,1,No,14,High School,Single,6,Entry,Medium,19,No,No,No,Good,Medium,Left
47064,51,Female,41,Education,3946,Good,Low,Low,0,Yes,20,Master’s Degree,Divorced,1,Mid,Large,51,No,No,No,Good,Medium,Stayed
10372,55,Male,39,Education,3880,Good,Medium,Average,0,No,18,Master’s Degree,Married,0,Entry,Medium,56,No,No,No,Poor,Low,Left
271,19,Male,1,Finance,9163,Good,High,Average,2,Yes,9,PhD,Married,1,Entry,Small,45,No,No,Yes,Fair,High,Left
30853,55,Male,27,Healthcare,8402,Fair,Low,Below Average,1,Yes,36,Associate Degree,Married,0,Mid,Small,88,No,No,Yes,Good,Medium,Left
52592,22,Male,10,Education,3657,Poor,Medium,Average,1,Yes,59,Associate Degree,Single,1,Entry,Large,56,No,No,Yes,Excellent,Very High,Left
58166,21,Male,6,Healthcare,7905,Good,High,Average,4,No,83,High School,Married,1,Entry,Small,59,No,No,No,Good,High,Left
56452,32,Male,1,Finance,8682,Good,High,Low,1,No,52,High School,Single,3,Mid,Medium,22,Yes,No,No,Poor,Low,Stayed
45164,40,Female,24,Technology,10658,Good,Low,Average,0,No,38,Master’s Degree,Divorced,0,Mid,Medium,56,No,No,No,Good,Medium,Stayed
69414,34,Female,8,Technology,6741,Excellent,High,High,0,No,52,High School,Divorced,0,Entry,Medium,20,Yes,No,Yes,Good,Low,Left
72762,29,Male,13,Technology,9794,Fair,High,Average,2,No,31,Master’s Degree,Divorced,3,Mid,Small,47,No,No,No,Excellent,Low,Stayed
66230,43,Female,28,Education,4943,Good,High,High,2,No,41,High School,Single,0,Mid,Small,104,Yes,No,No,Excellent,High,Stayed
22989,48,Male,17,Finance,10995,Fair,High,Average,3,No,69,Associate Degree,Single,1,Mid,Small,61,No,No,Yes,Good,Medium,Left
67949,36,Female,23,Healthcare,7843,Good,High,Average,0,Yes,89,Master’s Degree,Married,0,Entry,Medium,30,No,No,No,Good,Medium,Left
7730,54,Female,12,Finance,11626,Poor,Low,High,1,No,79,Bachelor’s Degree,Single,2,Senior,Small,54,Yes,No,Yes,Good,Low,Stayed
50748,25,Male,1,Finance,9740,Fair,High,Average,2,Yes,77,Master’s Degree,Married,4,Mid,Medium,9,No,No,Yes,Poor,Low,Left
981,50,Male,22,Media,5801,Fair,Low,High,1,No,94,Master’s Degree,Married,4,Mid,Medium,71,No,No,Yes,Good,Low,Stayed
39265,46,Male,1,Media,5980,Good,Very High,Average,0,No,63,Associate Degree,Married,4,Entry,Medium,12,No,No,No,Poor,High,Left
52127,40,Female,5,Media,6843,Excellent,Medium,Average,0,Yes,8,Bachelor’s Degree,Divorced,0,Mid,Small,15,Yes,No,No,Good,Medium,Stayed
62760,23,Female,5,Finance,7983,Good,High,Below Average,0,No,19,Associate Degree,Married,3,Mid,Large,57,Yes,No,Yes,Fair,Medium,Stayed
19949,36,Female,6,Media,6081,Excellent,High,Average,0,Yes,78,Bachelor’s Degree,Divorced,0,Mid,Medium,9,No,No,No,Poor,High,Stayed
53973,54,Female,15,Technology,8187,Good,Medium,Average,2,Yes,30,High School,Married,0,Mid,Medium,58,No,No,No,Good,Medium,Stayed
55915,54,Male,37,Technology,12762,Excellent,Very High,Average,2,No,63,PhD,Divorced,0,Mid,Medium,87,No,No,No,Good,Low,Stayed
32167,30,Male,1,Finance,10876,Fair,Medium,High,0,No,48,High School,Single,0,Entry,Medium,32,No,No,No,Good,Very High,Left
31414,20,Male,6,Finance,3874,Good,Very High,High,3,No,60,Associate Degree,Divorced,3,Entry,Medium,54,No,No,No,Excellent,Medium,Left
53734,32,Female,13,Finance,9920,Fair,High,Average,0,No,66,Bachelor’s Degree,Single,0,Mid,Medium,45,Yes,No,Yes,Good,Low,Stayed
39393,34,Female,4,Media,5616,Fair,Medium,High,3,No,68,Bachelor’s Degree,Married,3,Entry,Large,24,No,No,Yes,Excellent,Medium,Stayed
15652,48,Male,37,Finance,6424,Good,Low,Average,0,No,25,Bachelor’s Degree,Divorced,4,Mid,Medium,54,Yes,No,No,Good,Medium,Stayed
27706,27,Male,18,Technology,11921,Poor,High,Low,0,Yes,52,High School,Single,0,Entry,Medium,72,No,No,No,Poor,High,Left
41948,44,Male,33,Education,4650,Fair,Medium,Average,2,No,10,Associate Degree,Single,6,Mid,Medium,38,No,No,No,Poor,High,Left
35026,21,Male,6,Healthcare,9044,Good,Very High,Average,0,No,88,Associate Degree,Divorced,0,Entry,Small,29,No,No,No,Poor,Medium,Left
49365,31,Male,10,Technology,7415,Fair,Very High,Average,3,Yes,1,Bachelor’s Degree,Single,0,Senior,Medium,48,No,No,No,Good,Very High,Stayed
14062,34,Male,25,Media,6169,Poor,High,Average,0,No,79,High School,Married,1,Entry,Medium,76,No,No,No,Good,Low,Left
20051,53,Male,11,Education,4426,Poor,Very High,Below Average,1,Yes,60,Bachelor’s Degree,Divorced,1,Entry,Medium,17,No,No,No,Good,Very High,Left
12754,48,Female,23,Education,6066,Good,Low,Average,0,No,65,Bachelor’s Degree,Single,1,Entry,Medium,63,No,No,No,Fair,Low,Left
52540,34,Male,26,Media,6205,Excellent,Low,Average,1,No,22,Master’s Degree,Married,3,Mid,Medium,80,No,Yes,No,Good,Low,Stayed
54339,34,Male,8,Finance,8634,Excellent,High,Average,0,No,86,PhD,Married,1,Entry,Medium,10,No,No,No,Good,Low,Stayed
11903,41,Male,5,Education,4557,Fair,High,Average,2,Yes,77,Bachelor’s Degree,Married,0,Mid,Medium,26,Yes,No,No,Poor,High,Left
64286,47,Male,5,Technology,8629,Excellent,Very High,Average,1,No,95,Bachelor’s Degree,Single,3,Mid,Medium,41,No,No,No,Good,High,Left
